;Swap total ;Ram total;Quantidade de CPUs ;Quantidade de núcleos lógicos;Capacidade total do disco;Quantidade de partições do disco;Data e hora da captura
0;10.0;15.93;6;12;476.92;3;2025-10-13 17:49:37
